gene,DEG,pred,dmr,mcg_genebody,mch_genebody,atac,hic_loop,hic_abc_dmr,hic_abc_peak
Msh2,0,-1,4.8919925e-32,0.0,1.9e-43,2.5847379e-28,1.913731e-39,3.6812774e-32,1.0
Gm12122,0,0,0.49729106,0.054699004,2.8968132e-09,0.44305784,0.0049307114,1.548853e-05,5.9750396e-06
Rmdn2,0,1,0.999992,4.073049e-15,7.6570296e-17,7.4736927e-06,2.6665876e-07,2.6858825e-07,6.4293687e-10
Gatad2b,0,-1,4.4360694e-23,1.9050754e-34,1.0,6.80098e-26,3.5364523e-27,3.4542205e-31,9.709271e-33
Ino80,0,0,6.9042166e-08,4.470649e-34,1.8322855e-11,0.9999999,7.308743e-14,2.5745148e-12,6.4279314e-15
Angpt2,0,1,1.4002326e-17,1.0,4.515289e-30,2.6476554e-23,1.3364616e-19,3.5988733e-22,1.3096313e-21
Sptlc1,0,0,0.001040497,0.055213865,1.0114936e-06,0.9437416,2.9855746e-06,3.6646643e-08,1.3034727e-08
Ubn1,0,-1,5.804274e-15,3.3287117e-26,1.0,6.1190787e-25,2.5719903e-21,6.902897e-24,1.866963e-23
Rab11a,0,1,0.0025710638,0.99742895,2.7418246e-19,1.7801686e-12,6.380071e-10,2.2824978e-11,1.4561662e-08
Fbn1,0,1,0.9999479,3.1435466e-06,2.8788276e-09,2.831733e-08,4.898434e-05,1.2334235e-09,6.4392993e-09
Pcyox1,0,0,0.7387082,0.12528722,3.5649208e-14,0.13595526,1.0341468e-05,2.4066656e-05,1.4996363e-05
BB557941,0,1,4.1747544e-20,1.0,2.2770466e-31,6.00514e-34,1.4695015e-20,2.0200236e-16,2.4965985e-21
Atad3a,0,0,1.6485799e-06,5.3368286e-22,1.2044672e-15,0.99999833,3.2323286e-11,3.718052e-12,3.498045e-13
Tsen34,0,-1,1.1710479e-28,4.6255175e-25,1.0,2.6528777e-34,7.405473e-39,1.1843626e-30,3.2118576e-33
Exoc6,0,1,0.9999895,7.0251497e-07,2.739099e-10,6.8802924e-06,2.8015909e-06,1.2531884e-09,7.5518355e-11
Extl2,0,0,0.00095775,3.6678945e-21,1.9911861e-13,0.9990422,8.184373e-09,5.51957e-09,5.9140914e-10
Mcur1,0,-1,1.9643627e-36,0.0,1.0,8.5e-44,4.48e-43,3e-45,7e-45
Adamts3,0,-1,1.1825784e-24,0.0,1.0,1.6851672e-32,7.7935953e-31,1.5594289e-32,9.548548e-31
Dscaml1,0,-1,1.9658145e-31,7.6334303e-34,1.0,0.0,6.1358866e-32,1.4701079e-34,7.7026384e-34
Rabl3,1,1,1.8585748e-34,1.0,0.0,0.0,2.3067025e-38,1.7166203e-34,7.626746e-39
Wdr41,0,1,1.0,6.660911e-21,3.696511e-13,6.3846963e-09,5.7506334e-14,3.9927006e-08,1.0099095e-08
Mcl1,0,-1,6.152481e-32,0.0,1.0,0.0,0.0,6.509928e-39,1.707987e-39
Srp68,0,1,3.146691e-06,0.9999969,1.9904501e-19,1.0176888e-09,2.5320855e-08,1.0280385e-09,1.9714232e-11
Nhej1,0,0,0.8633255,8.868066e-11,6.1946325e-06,0.12247616,0.014001513,5.1183764e-05,0.00013959706
Map2k3,0,0,1.8301824e-08,2.709396e-25,8.56597e-21,1.0,2.3977903e-12,2.125457e-14,5.5310447e-15
Zbtb21,0,0,0.9977494,4.8500346e-09,1.1604276e-10,0.0016460533,0.0005338655,4.39061e-05,2.6841204e-05
Pkdcc,0,1,8.404443e-39,1.0,0.0,2.671e-42,2.852e-42,1.28052e-40,1.08e-42
Cttnbp2nl,0,1,9.644001e-27,1.0,1.107194e-39,1.2842296e-25,2.6906243e-29,2.2826028e-32,6.4048444e-32
Klhl24,0,0,0.029831847,2.3352829e-09,1.169102e-10,0.9701679,1.8864977e-12,2.6400778e-08,1.9077864e-07
Acap2,0,0,0.0015224154,1.091623e-06,2.885155e-16,0.99847645,9.627406e-14,7.683332e-09,3.5486378e-09
Uckl1,0,1,0.049317986,0.9418403,5.2671956e-09,0.008839037,3.1187594e-12,2.042446e-06,7.099389e-07
Exosc3,0,0,0.89970225,3.5313475e-05,1.1318463e-08,0.08228571,0.017974658,2.078493e-06,7.424687e-08
Ephb6,0,0,0.26182717,0.020386308,2.3456379e-10,0.7170152,0.00062475295,4.2255892e-06,0.00014241542
Rnf168,0,1,1.41762e-16,1.0,3.1304797e-29,4.0481294e-14,1.1389875e-20,2.5121227e-21,3.4765638e-22
Rfng,0,0,9.25821e-05,9.938327e-12,1.347951e-17,0.9999074,2.6372852e-08,4.685552e-08,8.60733e-10
Ubc,0,0,1.6093544e-07,5.480305e-29,5.927029e-20,0.9999999,1.2835498e-12,2.0524323e-13,6.696139e-15
Meis2,-1,0,2.3932654e-07,1.1063318e-25,5.0346675e-16,0.99999976,1.5338049e-11,1.7581292e-12,8.7873815e-15
Pik3cb,1,1,1.6159273e-28,1.0,3.25e-43,1.5e-44,1.2086583e-29,6.110799e-32,1.2822228e-32
Atxn2l,1,1,7.414464e-16,1.0,5.6449778e-30,3.5037035e-26,4.779344e-17,6.877341e-19,1.8892993e-18
Pacs1,1,-1,9.574917e-09,1.9074653e-14,1.4213387e-18,1.0,2.1445751e-11,1.3807714e-13,2.528466e-14
Capn15,1,1,1.2972634e-09,1.0,4.7949542e-26,2.5582898e-22,1.4351079e-12,1.2290388e-18,2.895778e-18
Nvl,1,1,0.9999324,3.4226526e-16,3.064524e-17,1.078939e-06,6.653525e-05,1.4407834e-09,3.0061342e-09
Rpsa,1,-1,1.3093306e-30,6.736794e-17,1.0,6.868243e-34,2.2567597e-31,3.9579193e-35,6.928052e-35
Elp4,-1,0,0.0010305237,4.3981343e-15,4.64519e-10,0.99896884,6.4785235e-07,5.2684936e-09,2.2701299e-09
Xist,1,1,5.89288e-40,1.0,0.0,0.0,1.5e-43,4.02e-43,1.6378e-41
Kirrel3,1,1,1.368245e-32,1.0,3.0075e-41,3.678597e-09,8.65e-43,7.9163885e-38,1.7659942e-38
Spag9,1,1,0.9986803,2.0402936e-08,4.6307177e-12,3.4985787e-15,0.0013195283,1.2748286e-07,5.857713e-10
Cdc7,1,0,8.340104e-06,1.5250123e-18,1.3017149e-15,0.99999166,3.4721197e-08,1.3009452e-08,2.3184092e-10
Prr12,1,1,0.9996107,2.4142964e-16,2.0024979e-14,0.00038891705,3.172104e-07,9.481986e-10,9.761407e-11
Efr3b,1,1,3.5492518e-34,1.0,0.0,9.8e-44,3.173574e-36,1.4728779e-38,1.137709e-38
Wasl,-1,-1,1.6917125e-23,1.286e-42,1.0,1.21965395e-36,5.4678186e-29,8.3125303e-29,6.342532e-31
Spata7,-1,-1,3.8244712e-28,4e-45,1.0,0.0,5.0264797e-29,5.203067e-26,3.373977e-28
Spag6,1,1,0.999941,2.0185775e-18,1.7388092e-10,5.0837286e-12,5.894837e-05,4.5413117e-08,2.6854583e-09
B230110G15Rik,1,1,6.250357e-36,1.0,0.0,0.0,2.26468e-40,3.4958487e-36,1.4707e-41
Rpl41,1,1,7.920477e-13,1.0,2.9103843e-26,1.57766e-25,1.1952257e-19,4.4993216e-20,3.637759e-20
Rpl14,1,1,0.9999237,3.5862125e-21,2.1466624e-11,4.671317e-11,7.6194694e-05,1.06360375e-07,8.888619e-09
Adamtsl1,1,1,4.767461e-14,1.0,4.2720695e-31,3.3736853e-33,4.2026392e-19,1.0185031e-14,2.6593697e-21
Ankhd1,1,1,3.3503617e-15,1.0,2.0328538e-18,3.7341884e-17,4.346632e-17,2.344444e-20,5.2297104e-19
Pus7,1,0,7.107934e-06,1.7891093e-19,1.9536598e-18,0.9655997,1.46183e-09,0.034393106,1.3239345e-09
Lrrc1,-1,-1,2.2433503e-33,0.0,1.0,3.2073e-41,0.0,7.188482e-39,3.00594e-40
Sorbs1,-1,-1,5.7476437e-09,9.737416e-27,8.3666863e-19,1.0,6.7990665e-13,4.4630416e-15,9.503089e-16
Rpl7,-1,0,0.06708612,9.0429575e-27,6.7619094e-14,0.9329139,1.6575505e-15,4.6730748e-11,1.7259365e-10
Cdc27,1,-1,1.3634693e-29,4.7048263e-28,1.0,6.926308e-35,1.883453e-29,6.597396e-26,1.7227794e-35
Rpl37a,1,1,1.1597779e-08,0.99994385,2.1603148e-21,5.6595006e-13,1.8935796e-11,5.611803e-05,4.706041e-10
Sorbs2os,1,1,3.1626972e-36,1.0,0.0,0.0,0.0,1.65723e-40,1.7099636e-38
A730090N16Rik,-1,0,2.4470912e-05,1.4102002e-18,5.091982e-18,0.99997556,1.551902e-09,1.3711661e-10,2.912712e-11
Araf,1,0,0.9977829,2.7431657e-10,3.947538e-06,0.0021389232,3.0414187e-06,2.8104007e-05,4.321786e-05
Tnni3k,-1,-1,2.6065477e-08,5.5782005e-19,1.29467054e-20,1.0,1.00602825e-11,1.2954484e-13,2.394351e-14
Srrm3,-1,1,1.3838564e-09,1.0,2.9665588e-22,1.8443238e-25,2.936016e-14,1.3429381e-17,5.743522e-17
Nisch,-1,-1,1.9889216e-28,2.20476e-40,1.0,4.301189e-25,3.0177707e-31,1.5496088e-32,3.396127e-33
Tmtc2,1,0,3.7194752e-24,2.6661516e-16,3.3191552e-31,1.0,2.3521132e-34,4.128001e-30,8.518518e-30
Fhl2,1,1,4.96299e-31,1.0,0.0,0.0,5.1733706e-37,8.974923e-39,2.9369003e-37
Lsm14a,-1,-1,3.1449667e-34,1e-45,1.0,3e-45,1.6906183e-35,7.278078e-38,1.4609205e-37
Elavl3,1,0,0.9441827,7.509714e-08,1.2576937e-10,0.0053060334,0.031824935,0.018653432,3.2752476e-05
Pde11a,1,0,0.9983108,1.7997781e-18,1.0351317e-10,0.0016855694,6.313118e-11,3.2966834e-06,2.443772e-07
Psmd13,1,1,2.7477354e-29,1.0,0.0,0.0,1.4883402e-33,9.3179085e-36,2.5553188e-34
Prkca,1,0,5.1754447e-05,1.0744361e-05,8.082744e-15,0.9999373,1.8179512e-07,3.7276653e-09,4.9766156e-11
Dock10,1,1,1.2291208e-37,1.0,0.0,0.0,8.121293e-39,5.947326e-34,4.0189554e-37
Cox4i1,-1,0,1.2762694e-05,3.8452127e-19,1.6504174e-16,0.99998724,4.2119797e-09,1.003605e-10,6.720173e-11
Csnk1g1,1,1,4.11141e-40,1.0,0.0,0.0,2.76e-42,7e-44,2.89e-43
Sec23a,1,1,0.0001725171,0.9998275,8.39016e-14,2.0567435e-11,1.0909649e-14,2.843656e-08,4.3328086e-08
Spata6,1,1,2.891981e-10,1.0,1.6493533e-19,1.0540326e-12,9.1944725e-20,7.607185e-18,2.5015695e-14
Edil3,1,1,3.0163702e-36,1.0,0.0,0.0,3.73e-42,3.5e-44,1.302e-42
1810013L24Rik,-1,-1,7.0060946e-24,8.229395e-21,1.0,0.0,2.354616e-28,1.5315869e-29,3.595259e-25
Unc45a,1,1,0.98778534,4.7865234e-23,7.2137487e-09,0.01221451,1.5177821e-07,4.8807895e-08,6.8072756e-09
Dancr,1,1,2.277345e-21,1.0,1.5059208e-38,3.3076247e-33,1.9529986e-28,6.491957e-29,4.2824184e-29
Gm6994,-1,0,0.0010516121,9.126548e-21,7.8480167e-10,0.9989071,4.090114e-05,1.7927033e-07,1.9559745e-07
Plcxd3,-1,-1,7.608015e-36,5.47e-43,2.2e-44,9.8164834e-27,4.81136e-40,3.6812774e-32,1.0
Tnk2,-1,-1,4.4873413e-27,1.25479e-40,1.0,1.1475009e-34,1.3840507e-33,5.0052476e-34,9.365322e-32
Snta1,1,1,5.186525e-39,1.0,0.0,0.0,3.0408e-41,9.942e-42,4.1073e-41
Bsn,1,0,0.9986014,5.6821374e-16,2.0703259e-10,3.6033514e-06,0.0011589773,5.8454683e-05,0.00017758296
Sema6d,1,1,2.2821459e-07,0.99999976,5.29218e-20,1.8592483e-11,1.4431767e-17,7.7719255e-11,1.894501e-12
Rps10,1,1,1.7018703e-13,1.0,2.2036164e-23,1.2834361e-25,5.863546e-12,3.0391297e-17,2.3567128e-18
Stt3b,-1,0,0.108621255,5.4737096e-28,1.6617902e-14,0.8913787,3.8796726e-09,1.0957289e-11,7.1044516e-13
Mpdz,-1,-1,2.4018744e-26,2.4097e-41,1.0,2.3743337e-35,4.290805e-30,1.0684861e-29,2.4696221e-28
Tmsb10,1,1,8.553912e-38,1.0,0.0,0.0,1.62496e-40,2.735172e-39,5.04257e-38
Ptp4a2,-1,-1,1.2306643e-22,2.202736e-36,1.0,4.0856957e-18,8.231501e-28,9.1427024e-29,3.580716e-29
Ahdc1,1,0,0.8914109,0.00044041534,2.2262292e-10,0.024907233,1.5456177e-05,3.1754265e-05,0.08319422
Slc38a9,1,0,0.86291754,1.6776915e-17,6.10951e-08,2.4771398e-11,0.13680892,9.3649156e-05,0.00017976375
Taok2,1,1,5.127921e-31,1.0,9e-44,8.202286e-36,3.494454e-33,4.7187057e-34,1.7659979e-34
Rpl11,1,1,1.106737e-18,1.0,1.0903692e-32,2.7633766e-14,2.9179546e-26,1.8765762e-28,3.9512935e-29
Camkv,-1,0,0.63273203,3.0151378e-11,2.2161963e-10,0.36441505,0.0008412023,0.00069964444,0.0013121073
Rab40c,1,0,0.057481185,4.0362838e-23,2.6947411e-08,0.9423777,0.00014103347,7.788425e-08,1.03305e-09
Rnf112,1,1,0.42682344,2.4278606e-12,5.9541026e-08,1.2224934e-06,0.5731554,7.638428e-06,1.2211283e-05
Zbtb4,1,0,0.002748584,3.569969e-25,1.2661545e-12,0.99725145,1.738143e-13,2.455316e-09,2.7432295e-12
Rap2b,1,0,0.99482095,3.6321482e-16,1.3224458e-08,0.004297005,0.00087353797,8.3322575e-06,8.257274e-08
Smarca2,-1,-1,5.1067e-39,0.0,1.0,1.0955833e-35,6e-45,2.1e-44,3.8e-44
Setd2,1,1,1.7167321e-11,1.0,1.9960886e-21,2.3864374e-28,2.947919e-17,8.858646e-20,1.2802037e-18
Imp3,1,1,0.999997,5.448293e-14,4.7680904e-11,1.76958e-08,9.954144e-07,1.9107683e-06,1.4559076e-07
Hspa8,-1,0,2.129366e-09,1.3788113e-35,5.651049e-13,1.0,1.3465634e-19,1.167568e-14,1.0776829e-16
Fbrs,-1,0,8.064181e-06,1.1299021e-22,2.6689154e-18,0.9999919,2.0580627e-11,1.1659193e-09,7.070979e-11
Senp1,1,0,6.284728e-09,2.9587883e-26,8.920177e-16,1.0,5.263214e-11,3.3309057e-13,4.0447623e-15
Maml2,1,1,0.078730136,0.9212692,8.209604e-18,2.1619416e-12,7.4903136e-07,4.925928e-11,6.0611106e-11
Ndst4,-1,-1,1.6855436e-17,1.8323046e-06,0.9999982,5.3166506e-37,1.4296257e-22,1.2177869e-22,4.3836718e-18
Plat,1,1,8.56014e-32,1.0,1e-44,6.967055e-30,8.970227e-33,4.9062396e-37,6.393742e-38
Cck,-1,1,0.9981756,4.768964e-08,2.346908e-12,2.0406501e-17,0.0006871524,0.00014713482,0.0009900286
Rpl9,1,1,2.022132e-20,1.0,1.0236409e-36,2.468e-42,2.4204207e-23,1.7619663e-20,3.60292e-25
Actb,-1,1,0.99847907,2.4785018e-29,2.3804559e-12,0.0015209807,2.0470948e-14,2.9914754e-10,1.2222119e-12
Zdhhc1,-1,-1,4.3202106e-27,4.0862413e-33,1.0,1.1e-44,4.9634226e-32,2.7424813e-27,1.0489292e-33
Matk,-1,-1,7.770068e-35,0.0,1.0,0.0,1.6004535e-38,4.123e-42,3.0348e-41
Cdc40,-1,0,1.9845915e-08,1.4714837e-25,1.04746075e-20,1.0,1.7686537e-12,4.747987e-14,1.505209e-15
Camsap1,-1,-1,7.608015e-36,0.0,0.0,1.9209836e-27,2.37775e-40,3.6812774e-32,1.0
Cul2,1,1,8.0481956e-25,1.0,2.7167158e-38,4.8761893e-26,5.119973e-28,5.0210536e-30,5.195163e-30
Cul1,1,0,0.08584154,9.196803e-25,2.8164285e-07,0.914158,5.4284216e-12,2.1884473e-07,6.767946e-11
Edc4,-1,-1,2.653123e-32,0.0,1.0,9.762e-41,2.8634499e-33,1.2837623e-28,1.8231177e-37
Cfl1,1,0,0.97507906,3.084516e-13,2.8120766e-08,0.002943272,0.019767208,0.00060488883,0.0016055459
Madd,1,1,7.510991e-35,0.92968166,0.07031831,3.1384672e-31,6e-45,1.181656e-39,2.223749e-39
Fau,1,1,0.0007202801,0.9992611,2.6969347e-15,3.108938e-09,1.8506782e-05,7.801125e-09,1.7504232e-07
Chst11,1,0,0.1684267,1.0019741e-08,1.5860586e-08,0.83148223,8.990037e-05,8.643152e-07,1.8592726e-07
Rufy3,-1,0,1.3189385e-06,1.16187e-30,3.0403412e-11,0.9999987,4.288799e-09,6.820128e-12,1.9745707e-13
Daam1,1,-1,5.7818756e-19,4.1349208e-22,1.0,1.8244636e-26,1.1623893e-24,7.905772e-29,6.474694e-29
Baz2a,-1,0,2.9132405e-10,7.6754776e-34,1.8984321e-17,1.0,8.062022e-14,9.028046e-16,7.5778165e-18
Rfx7,1,1,0.99999976,2.823491e-17,2.978771e-07,1.71299e-11,2.8901425e-15,1.310506e-09,8.490799e-10
Mkx,1,1,1.6110848e-08,0.99992204,4.4467404e-21,1.4513583e-22,1.5707464e-09,7.795507e-05,3.0018172e-09
Rapgef4os1,1,0,0.84642917,3.2363037e-06,0.0008807003,0.039668567,0.11300323,1.1254089e-05,3.8154035e-06
Slc25a23,1,1,2.6268254e-12,1.0,7.5052927e-25,4.2989365e-20,2.0724069e-14,2.312392e-17,1.9890703e-16
Epha3,1,1,0.99999976,3.02793e-08,1.03212e-17,1.1904155e-12,2.0677779e-15,2.5864935e-07,1.1387378e-08
Aars,-1,-1,5.7232223e-33,1e-45,1.0,4.839e-42,3.401076e-35,3.3974676e-37,3.8515262e-36
Rb1,1,0,0.673704,6.1688384e-20,3.7946035e-11,0.32628974,4.8610555e-06,9.788247e-07,4.3470266e-07
Kdm2a,1,0,0.0017690375,0.00017545636,1.5004933e-13,0.99803036,2.5086207e-05,6.2382743e-09,3.0218597e-10
Ccz1,1,1,0.06723846,2.169286e-15,1.731133e-07,1.6542542e-08,0.93248945,0.00013272103,0.00013917378
Mccc1,1,1,0.00014722104,0.9998528,5.1133955e-16,3.106119e-09,3.8785906e-12,1.3895855e-12,8.51357e-13
Clpb,1,1,2.5409812e-19,1.0,6.2090525e-29,4.260248e-19,6.6380785e-22,1.6244366e-22,1.7044085e-23
Dnm3,1,1,1.3796227e-06,0.99999857,7.6397874e-22,2.39867e-23,2.0617788e-10,1.1486972e-15,4.285746e-14
Syt17,1,1,4.8941787e-31,1.0,7e-45,2.01763e-40,2.4433619e-31,2.4325688e-35,2.1467764e-34
Foxn3,1,1,5.530849e-32,1.0,0.0,0.0,8.7969105e-37,6.106353e-38,6.356707e-37
Fbxl5,-1,-1,2.537249e-29,1.1532582e-12,1.0,1.17932e-40,4.8306175e-37,4.350735e-37,3.105882e-36
0610012G03Rik,-1,1,0.9947278,4.843769e-26,5.778756e-06,3.9818693e-07,0.0052650133,7.9873365e-07,2.0626601e-07
Sptbn2,1,1,0.9998679,1.589772e-14,1.8892462e-16,1.3157068e-14,0.00013161276,3.1939805e-07,6.143289e-08
2610507B11Rik,-1,0,2.5165405e-09,5.6780297e-27,4.9590837e-19,1.0,2.0519324e-12,1.1978625e-14,4.3418117e-16
Lrtm1,1,-1,6.092173e-19,6.5163764e-20,1.0,1.6369607e-27,1.379103e-24,2.3797997e-29,3.892261e-29
Ubr2,-1,0,0.016479341,0.14686184,3.8861314e-12,0.83664626,1.0421147e-12,5.7817977e-07,1.1974617e-05
Sycp3,-1,-1,1.5540858e-30,7.809954e-26,1.0,3.134655e-26,8.917637e-36,7.5907376e-36,1.1428566e-35
Gpatch1,1,1,3.1527545e-09,1.0,4.7001847e-11,1.322779e-09,7.496319e-11,2.2156052e-13,7.720868e-14
Nlgn2,1,0,0.05507096,1.2847826e-07,8.414395e-11,0.9449011,2.7605021e-05,2.107987e-07,4.312988e-09
Ndufb9,-1,0,0.014845995,8.7320174e-21,2.4997066e-08,0.98515356,3.0691444e-07,2.7358507e-08,6.448436e-08
Zmynd8,1,-1,1.5565876e-25,4.6167e-41,1.0,5.385491e-37,9.8434745e-36,7.5318056e-22,2.5403629e-25
Adarb2,1,1,1.134806e-36,1.0,0.0,0.0,1.8454807e-37,1.784297e-39,5.0965e-41
Gm15965,-1,-1,7.608015e-36,5.131736e-39,0.0,2.0454539e-12,9.12e-43,3.6812774e-32,1.0
Sphkap,-1,-1,1.0517008e-35,6e-45,1.0,0.0,3.2345628e-36,1.1064687e-37,1.13725025e-36
Sema3e,-1,-1,1.7630349e-28,8.5285894e-32,1.0,7e-45,1.5875033e-29,7.9840434e-32,2.621316e-30
Fndc3a,1,-1,2.2246169e-35,1.6710444e-26,1.0,1.721e-41,1.1571566e-37,5.407265e-39,6.495228e-36
Fsd1,1,0,0.00038874897,1.5984053e-05,5.315853e-12,0.9995952,2.4583593e-14,4.5175724e-10,7.524632e-12
Dynll1,-1,0,1.6703197e-09,5.368327e-28,3.081139e-19,1.0,1.0914486e-14,3.1385372e-15,9.36793e-17
Rps16,-1,0,1.0243355e-07,8.659718e-18,4.7086332e-20,0.9999999,5.301267e-11,4.51271e-13,4.5589384e-15
Hist3h2a,-1,-1,7.608015e-36,0.0,0.0,4.2237524e-29,5.1405e-41,3.6812774e-32,1.0
Phka2,1,0,3.7194886e-24,1.9650132e-07,1.32474705e-33,0.99999976,2.3521128e-34,2.8645722e-27,1.8362613e-28
Vps13a,1,1,1.9569602e-19,1.0,1.270213e-24,4.53039e-28,3.333787e-23,1.8977621e-21,2.753771e-20
Rpl6,-1,0,0.00014264483,6.3883555e-27,7.9050055e-14,0.9998573,3.66917e-11,2.713006e-14,3.8638178e-16
Slc35f1,1,1,3.1695225e-35,1.0,3.60038e-40,0.0,5.5542223e-36,3.560663e-38,3.6472873e-37
Ntng1,1,1,7.5966e-41,1.0,0.0,0.0,1.3885e-41,2.943e-42,1.8695e-41
Tbc1d24,1,0,0.9663411,0.00023903098,4.8741875e-13,0.028275179,0.0051412513,3.3201582e-06,1.6607854e-07
Dpysl2,1,0,0.91078603,1.5153823e-19,5.9867096e-05,3.7857245e-11,0.088280655,0.00085535535,1.8149962e-05
Rpl23a,-1,0,8.301207e-09,2.9720008e-26,1.3541997e-16,1.0,1.6829729e-10,1.383684e-14,9.0389e-16
Glp2r,-1,1,0.005447717,0.9945523,4.9941834e-20,1.248578e-20,4.146566e-09,2.712143e-09,1.2669586e-09
Stam2,1,-1,2.011058e-39,0.0,1.0,0.0,0.0,2.34e-43,1.197e-42
Ankrd6,1,1,2.1805244e-12,1.0,3.2482953e-24,5.440034e-25,2.3168072e-13,4.47936e-17,6.9142016e-17
Dnmt3a,1,0,3.729264e-09,5.7477356e-15,1.0,4.592586e-25,2.578681e-13,2.7193797e-16,1.8048335e-17
Gm26672,-1,1,2.8392898e-12,1.0,3.743449e-15,1.226638e-15,6.1696586e-14,4.0231203e-18,9.135915e-19
Tnrc18,-1,-1,8.881698e-33,0.0,1.0,0.0,1.58148e-33,3.5092208e-30,5.846983e-31
Mfsd11,-1,-1,6.760458e-38,0.0,1.0,0.0,3.28645e-40,4.8031704e-35,7.0005e-41
Fhod3,-1,-1,1.4924159e-34,0.0,1.0,0.0,2.3721845e-38,2.158473e-39,1.734848e-35
Gm11639,-1,-1,1.449656e-23,2.3411502e-24,1.0,1.3e-44,3.5955177e-26,2.7675344e-28,1.0601351e-28
Gid4,1,1,0.00020661176,3.4862728e-17,5.5091505e-16,3.239446e-13,6.251228e-05,0.99973077,1.18475334e-07
Gm15810,1,0,0.062453996,9.857164e-11,1.7861785e-18,0.93754596,4.2365347e-09,6.907884e-10,5.529568e-11
Calm3,1,1,4.651163e-37,1.0,0.0,3.9927634e-37,1.304285e-39,2.2505504e-33,1.6510504e-37
Actr3b,1,0,0.89069515,3.7901978e-12,5.379337e-05,0.09566806,0.0051501077,0.008310066,0.00012275495
Gm11099,-1,0,7.572933e-07,1.9814856e-26,5.67088e-13,0.9999993,2.0038268e-10,7.0373776e-12,1.7092863e-13
Htr2c,-1,0,0.003112923,3.232392e-26,1.1537508e-10,0.99687946,7.642424e-06,2.4357053e-08,4.2883805e-10
Rps3,-1,1,1.0395673e-12,1.0,5.5978185e-24,1.1572675e-10,6.574017e-23,2.1376925e-16,1.920402e-15
Lpgat1,1,1,1.5438259e-24,0.5849344,8.327397e-32,0.41506553,9.76281e-35,2.4480873e-26,6.1208685e-26
Manf,-1,0,7.5834845e-07,2.4348415e-20,2.731265e-13,0.9999993,9.136926e-10,3.0148176e-12,2.9297235e-12
Gm16351,1,1,1.6693222e-36,1.0,0.0,0.0,7.5654636e-38,5.6904e-41,6.152e-42
Macrod2os1,-1,-1,2.8531258e-32,0.0,1.0,5.121643e-32,1.1249849e-33,8.538924e-36,1.2115257e-35
Zbtb20,-1,-1,6.167727e-38,1.4438164e-06,0.99999857,6.352092e-37,4.32e-43,2.9843678e-34,5.144e-42
Ccdc85b,-1,1,1.6769683e-21,1.0,5.276446e-32,1.8388152e-26,4.636561e-24,3.2862326e-25,6.0072386e-22
Gm26936,-1,-1,7.608015e-36,0.0,1.84e-43,4.9566918e-30,6.0047e-41,3.6812774e-32,1.0
Cc2d2a,-1,-1,1.7823877e-29,0.0,1.0,6.4149e-41,1.1017683e-37,2.5775284e-37,5.6428938e-36
Riok1,1,1,3.2444884e-12,1.0,2.903537e-22,6.9016776e-19,1.544323e-15,4.5447325e-16,2.3842874e-15
Slc26a4,1,-1,1.8686218e-17,5.7456445e-18,1.0,2.2536283e-16,2.3389235e-20,8.907908e-22,1.8896351e-21
Hdac3,1,1,0.0004936588,0.9994486,1.9925787e-08,6.2491436e-12,4.664826e-05,1.1039462e-05,2.4659139e-08
Cttn,1,0,4.4620825e-05,3.2388152e-09,1.1544045e-11,0.9999554,3.411247e-09,2.0437514e-09,1.6747942e-09
Ptprs,-1,1,0.99999785,1.4402269e-16,4.922784e-14,1.2259221e-11,2.0400885e-06,9.869707e-08,1.4258766e-09
Atp6v0b,1,-1,1.1995122e-23,1.3e-43,1.0,7.3652973e-32,1.5525017e-25,7.417782e-29,5.5324587e-30
Kndc1,-1,-1,7.608015e-36,0.0,0.0,6.0088244e-28,1.1482e-41,3.6812774e-32,1.0
Gpr137c,1,1,2.003263e-32,1.0,3e-45,6.746156e-39,1.4753664e-34,4.4915038e-34,1.1154762e-34
Ppp1r1a,-1,-1,2.0775382e-27,0.0,1.0,7.5346295e-35,2.804e-42,1.1821382e-36,9.804458e-37
Epha4,-1,-1,8.028826e-30,0.0,1.0,7.9449356e-26,5.07727e-40,9.4865486e-36,5.030586e-36
Gnb1,1,0,0.94435453,3.4742998e-15,0.008935637,1.5439437e-07,0.046496864,0.0001789532,3.3838034e-05
Rpl29,-1,0,1.696369e-06,2.8920778e-16,8.180419e-16,0.99999833,7.449804e-09,4.2822686e-12,4.651706e-14
Arhgef12,1,1,1.0699781e-08,1.0,1.6687244e-20,1.3380941e-19,6.960727e-09,3.14071e-12,4.46237e-11
Bche,-1,-1,7.04617e-30,0.0,1.0,0.0,6.1593112e-33,3.8575876e-27,1.0134443e-31
Pcmtd1,-1,-1,7.952494e-39,0.0,1.0,0.0,5.937e-42,1.7e-44,3.805e-42
Slc24a5,-1,-1,6.484256e-30,3.422e-42,1.0,1.3e-44,7.797182e-34,3.381361e-35,3.01184e-36
Smc3,1,1,0.9998983,1.6693832e-19,1.4640421e-13,0.00010143365,1.7922416e-07,1.0281535e-08,2.502716e-08
Sel1l3,-1,-1,7.726586e-21,5.024e-42,1.0,1.903422e-39,1.9371095e-24,2.0374083e-28,8.399971e-28
Osbpl3,1,1,2.735707e-22,1.0,1.875872e-39,2.17801e-40,3.1864803e-29,8.8468466e-23,1.535415e-26
