2mo,9mo,18mo,gene_name,distance
0.49,0.3,0.28,Wdr48,2837
0.49,0.3,0.28,Cx3cr1,26126
0.49,0.3,0.28,Gorasp1,2069
0.41,0.31,0.16,Wdr48,2640
0.41,0.31,0.16,Cx3cr1,26323
0.41,0.31,0.16,Gorasp1,2266
0.33,0.13,0.13,Ttc21a,975
0.33,0.13,0.13,Cx3cr1,36965
0.33,0.13,0.13,Gorasp1,2977
0.41,0.35,0.2,Ttc21a,6364
0.41,0.35,0.2,Cx3cr1,42354
0.56,0.45,0.29,Ttc21a,6485
0.56,0.45,0.29,Cx3cr1,42475
0.69,0.66,0.47,Ttc21a,7455
0.69,0.66,0.47,Cx3cr1,62722
0.65,0.75,0.86,Ttc21a,3581
0.65,0.75,0.86,Cx3cr1,66596
0.66,0.63,0.46,Csrnp1,2018
0.66,0.63,0.46,Cx3cr1,77616
0.26,0.53,0.44,Cx3cr1,78337
0.55,0.68,0.78,Cx3cr1,73033
0.51,0.69,0.8,Xirp1,3157
0.51,0.69,0.8,Cx3cr1,55371
0.59,0.68,0.82,Xirp1,1821
0.59,0.68,0.82,Cx3cr1,46506
0.78,0.87,0.65,Ccr8,2093
0.52,0.3,0.35,Rpsa,1363
0.52,0.3,0.35,Gm24044,349
0.42,0.37,0.59,Mobp,2237
0.56,0.35,0.41,Mobp,7678
0.52,0.52,0.31,Mobp,15386
0.26,0.31,0.51,Myrip,1083
0.6,0.83,0.86,Myrip,3517
0.61,0.43,0.36,Gm15566,16
0.61,0.43,0.36,Myrip,12408
0.34,0.62,0.52,Myrip,21145
0.64,0.81,0.88,Myrip,33454
0.49,0.32,0.22,Myrip,66774
0.59,0.73,0.81,Gm15565,1753
0.59,0.73,0.81,Myrip,82728
0.3,0.48,0.51,Myrip,81431
0.78,0.67,0.53,Myrip,62137
0.02,0.05,0.23,Myrip,60493
0.6,0.65,0.85,Myrip,41481
0.63,0.85,0.89,Myrip,41280
0.61,0.83,0.9,Myrip,40997
0.48,0.71,0.68,Myrip,39289
0.56,0.67,0.82,Myrip,32346
0.56,0.67,0.81,Myrip,32100
0.72,0.88,0.94,Myrip,2680
0.78,0.88,0.67,Myrip,1633
0.57,0.35,0.28,Eif1b,202
0.5,0.71,0.57,Entpd3,1639
0.6,0.64,0.4,Entpd3,3083
0.37,0.53,0.6,Entpd3,6915
0.82,0.66,0.56,Entpd3,16206
0.45,0.28,0.22,Entpd3,9912
0.21,0.38,0.15,Rpl14,1243
0.51,0.72,0.62,4930593C16Rik,728
0.55,0.71,0.76,4930593C16Rik,4808
0.55,0.71,0.76,Ctnnb1,47
0.56,0.47,0.34,Ctnnb1,10895
0.65,0.67,0.37,Ctnnb1,9522
0.62,0.41,0.42,Ctnnb1,4742
0.35,0.16,0.09,Ulk4,10148
0.64,0.88,0.79,Ulk4,32246
0.55,0.54,0.28,Ulk4,85787
0.63,0.43,0.3,Ulk4,87235
0.56,0.8,0.76,Ulk4,99786
0.43,0.23,0.28,Ulk4,118189
0.48,0.68,0.6,Ulk4,129556
0.53,0.64,0.79,Ulk4,140073
0.67,0.52,0.46,Ulk4,148283
0.47,0.66,0.71,Ulk4,148946
0.55,0.76,0.73,Ulk4,149073
0.34,0.59,0.49,Ulk4,149191
0.49,0.52,0.71,Ulk4,159112
0.52,0.73,0.57,Ulk4,159431
0.6,0.3,0.32,Ulk4,151062
0.32,0.52,0.47,Ulk4,130128
0.48,0.66,0.71,Ulk4,128709
0.46,0.47,0.67,Ulk4,52601
0.65,0.35,0.23,Trak1,3066
0.31,0.12,0.04,Trak1,4836
0.37,0.51,0.62,Trak1,6153
0.41,0.34,0.16,Trak1,8288
0.86,0.71,0.64,Trak1,11829
0.9,0.69,0.8,Trak1,14550
0.92,0.68,0.86,Trak1,14881
0.6,0.46,0.33,Trak1,16286
0.73,0.54,0.5,Trak1,16521
0.68,0.53,0.43,Trak1,17669
0.83,0.9,0.62,Trak1,19886
0.81,0.67,0.6,Trak1,20069
0.57,0.51,0.33,Trak1,23520
0.82,0.62,0.6,Trak1,25221
0.59,0.55,0.34,Trak1,26979
0.52,0.34,0.19,Trak1,32123
0.51,0.39,0.3,Trak1,33212
0.41,0.35,0.09,Trak1,33455
0.55,0.38,0.22,Trak1,34260
0.3,0.22,0.09,Trak1,50969
0.66,0.48,0.36,Trak1,55880
0.56,0.48,0.35,Trak1,55022
0.52,0.38,0.31,Trak1,49828
0.46,0.29,0.19,Trak1,46613
0.71,0.5,0.53,Trak1,46319
0.59,0.42,0.37,Trak1,46100
0.62,0.88,0.76,Cck,3455
0.2,0.41,0.27,Lyzl4os,8220
0.2,0.41,0.27,Lyzl4,17374
0.45,0.49,0.29,Lyzl4os,10351
0.45,0.49,0.29,Lyzl4,30061
0.74,0.88,0.95,Lyzl4,23354
0.61,0.77,0.82,Lyzl4,9973
0.53,0.42,0.31,Vipr1,741
0.53,0.42,0.31,Lyzl4,2639
0.31,0.21,0.06,Vipr1,15983
0.72,0.88,0.93,Vipr1,3257
0.52,0.42,0.29,Vipr1,2702
0.6,0.75,0.8,Vipr1,583
0.75,0.56,0.35,Sec22c,68
0.73,0.53,0.74,Sec22c,3645
0.78,0.66,0.88,Nktr,1187
0.28,0.24,0.07,Nktr,3548
0.55,0.45,0.34,Nktr,6405
0.83,0.77,0.6,Nktr,20759
0.86,0.71,0.61,Nktr,17317
0.39,0.4,0.18,Nktr,13535
0.82,0.73,0.6,Nktr,10347
0.69,0.65,0.42,Nktr,5950
0.5,0.28,0.41,E530011L22Rik,1567
0.5,0.28,0.41,Nktr,2636
0.62,0.55,0.39,E530011L22Rik,2539
0.62,0.55,0.39,Nktr,1664
0.27,0.06,0.08,E530011L22Rik,520
0.27,0.06,0.08,Zfp651,3390
0.6,0.43,0.37,E530011L22Rik,180
0.6,0.43,0.37,Zfp651,3730
0.52,0.4,0.27,Zfp651,3971
0.57,0.49,0.29,Zfp651,4892
0.67,0.7,0.45,Zfp651,4920
0.75,0.7,0.49,Zfp651,4968
0.49,0.57,0.29,Zfp651,5009
0.72,0.73,0.44,Zfp651,5131
0.51,0.21,0.29,Zfp651,5406
0.43,0.32,0.18,Zfp651,5709
0.5,0.33,0.26,Klhl40,964
0.54,0.39,0.29,Hhatl,5109
0.41,0.63,0.61,Ccdc13,2324
0.46,0.69,0.7,Ccdc13,2531
0.62,0.77,0.91,Ccdc13,8234
0.66,0.42,0.4,Ccdc13,13491
0.74,0.69,0.52,Ccdc13,22380
0.74,0.69,0.52,Gm17163,792
0.59,0.4,0.27,Ccdc13,14442
0.59,0.4,0.27,Gm17163,6174
0.92,0.98,0.77,Ccdc13,11544
0.92,0.98,0.77,Gm17163,3276
0.34,0.12,0.05,Ccdc13,5876
0.35,0.58,0.57,Ccdc13,2507
0.45,0.31,0.18,Higd1a,404
0.52,0.68,0.8,Ackr2,1621
0.6,0.8,0.75,Ackr2,1902
0.6,0.22,0.11,Fam198a,3870
0.53,0.46,0.28,Fam198a,4174
0.66,0.45,0.28,Fam198a,15333
0.44,0.11,0.13,Fam198a,15379
0.6,0.49,0.36,Fam198a,11394
0.87,0.64,0.53,Fam198a,8041
0.25,0.09,0.05,Fam198a,7775
0.7,0.48,0.43,Fam198a,5866
0.65,0.57,0.44,Fam198a,369
0.65,0.57,0.44,Pomgnt2,2233
0.63,0.46,0.38,Pomgnt2,4834
0.58,0.44,0.27,Pomgnt2,5200
0.55,0.7,0.47,Pomgnt2,6739
0.77,0.7,0.52,Pomgnt2,4308
0.6,0.77,0.85,Snrk,26329
0.56,0.68,0.77,Snrk,23108
0.38,0.4,0.61,Snrk,12002
0.62,0.81,0.89,Ano10,49857
0.5,0.59,0.72,Ano10,41371
0.64,0.63,0.85,Gm26797,514
0.85,0.91,0.7,Abhd5,4004
0.85,0.91,0.7,A730085K08Rik,945
0.5,0.78,0.83,Abhd5,2461
0.5,0.78,0.83,A730085K08Rik,2488
0.52,0.46,0.72,Abhd5,2065
0.52,0.46,0.72,A730085K08Rik,2884
0.55,0.82,0.82,9530059O14Rik,7534
0.52,0.59,0.77,9530059O14Rik,7669
0.49,0.61,0.69,9530059O14Rik,7687
0.7,0.95,0.83,9530059O14Rik,17965
0.49,0.69,0.69,9530059O14Rik,23206
0.71,0.94,0.83,9530059O14Rik,26863
0.56,0.8,0.67,9530059O14Rik,36859
0.32,0.55,0.6,9530059O14Rik,44107
0.77,0.86,0.65,9530059O14Rik,55417
0.55,0.61,0.77,9530059O14Rik,38623
0.6,0.69,0.88,9530059O14Rik,31526
0.41,0.56,0.31,9530059O14Rik,25784
0.35,0.52,0.55,9530059O14Rik,14231
0.2,0.42,0.48,9530059O14Rik,12999
0.57,0.89,0.69,9530059O14Rik,3494
0.62,0.89,0.72,9530059O14Rik,3123
0.51,0.48,0.28,Topaz1,2012
0.45,0.68,0.62,Topaz1,17871
0.35,0.41,0.21,Tcaim,1996
0.68,0.65,0.41,Kif15,30642
0.84,0.68,0.63,Kif15,19786
0.22,0.32,0.1,Clec3b,2417
0.2,0.34,0.11,Clec3b,2338
0.71,0.93,0.93,Cdcp1,22347
0.72,0.8,0.54,Scp2-ps2,615
0.37,0.61,0.56,Lars2,21279
0.74,0.98,0.73,Lars2,23787
0.78,0.83,0.58,Lars2,44921
0.34,0.48,0.65,Lars2,48351
0.65,0.87,0.74,Lars2,46552
0.65,0.83,0.89,Lars2,46264
0.73,0.5,0.53,Limd1,3006
0.62,0.41,0.32,Limd1,3609
0.63,0.41,0.41,Limd1,3818
0.59,0.39,0.28,Limd1,4591
0.66,0.63,0.45,Limd1,4889
0.74,0.5,0.48,Limd1,5753
0.65,0.48,0.35,Limd1,13537
0.4,0.27,0.13,Limd1,17726
0.81,0.66,0.39,Limd1,17172
0.49,0.33,0.27,Limd1,10963
0.61,0.52,0.32,Limd1,6742
0.59,0.42,0.2,Limd1,6657
0.83,0.78,0.58,Limd1,4168
0.72,0.83,0.53,Sacm1l,24647
0.49,0.55,0.74,Slc6a20b,21193
0.75,0.95,0.67,Gm17120,1497
0.75,0.95,0.67,Slc6a20a,3706
0.69,0.83,0.61,Slc6a20a,11975
0.13,0.31,0.41,Slc6a20a,4833
0.55,0.77,0.69,Slc6a20a,4639
0.55,0.77,0.69,Gm17200,150
0.27,0.5,0.36,Slc6a20a,2980
0.27,0.5,0.36,Gm17200,1809
0.27,0.5,0.36,Ccr9,1466
0.7,0.83,0.61,Fyco1,11431
0.42,0.22,0.17,Fyco1,28323
0.78,0.68,0.51,Fyco1,24841
0.63,0.52,0.4,Fyco1,23545
0.57,0.54,0.75,Ccr3,5380
0.63,0.78,0.38,Ccr2,7215
0.53,0.46,0.29,Ccr5,1621
0.7,0.71,0.49,Ccr5,6085
0.65,0.71,0.9,Ccr5,11947
0.45,0.53,0.22,Ppp2r3d,11296
0.45,0.65,0.41,Gm14353,2232
0.68,0.89,0.81,Gm26618,11161
0.53,0.74,0.65,Gm26618,17403
0.33,0.48,0.12,Nudt11,2921
0.33,0.48,0.12,Gm26618,23318
0.5,0.81,0.68,AU022751,1480
0.5,0.81,0.68,Gm26618,13570
0.35,0.13,0.14,Nudt10,2592
0.49,0.14,0.23,Nudt10,2547
0.71,0.55,0.77,Bmp15,4912
0.74,0.63,0.88,Bmp15,355
0.64,0.55,0.38,Shroom4,50987
0.6,0.79,0.86,Shroom4,86091
0.72,0.61,0.41,Shroom4,14035
0.4,0.5,0.67,Dgkk,83335
0.64,0.78,0.89,Dgkk,80155
0.85,0.73,0.94,Ccnb3,24960
0.43,0.64,0.58,Akap4,1346
0.7,0.81,0.91,Clcn5,39157
0.51,0.66,0.73,Clcn5,46107
0.83,0.92,0.68,Gm26401,185
0.83,0.92,0.68,Clcn5,76150
0.57,0.73,0.92,Clcn5,52033
0.4,0.14,0.22,Clcn5,38268
0.82,0.73,0.97,Clcn5,19022
0.34,0.23,0.12,Clcn5,2303
0.7,0.7,0.92,Gm14379,728
0.7,0.7,0.92,Usp27x,3177
0.43,0.21,0.32,Gm14379,1847
0.43,0.21,0.32,Usp27x,2058
0.8,0.62,0.52,2010204K13Rik,10437
0.3,0.12,0.36,Ppp1r3fos,2473
0.3,0.12,0.36,Ppp1r3f,2210
0.3,0.12,0.36,RP23-135F22.6,17471
0.43,0.63,0.64,Cacna1f,14855
0.9,0.95,0.64,Cacna1f,4385
0.77,0.79,0.56,Prickle3,5074
0.3,0.26,0.51,Plp2,2511
0.37,0.28,0.14,Gpkow,2044
0.78,0.77,0.57,Ccdc120,3718
0.52,0.74,0.71,Ccdc120,3988
0.54,0.61,0.79,Ccdc120,4352
0.23,0.41,0.17,Smt3h2-ps,724
0.23,0.41,0.17,Ccdc120,2051
0.43,0.18,0.26,Smt3h2-ps,1950
0.43,0.18,0.26,Ccdc120,825
0.21,0.16,0.46,Tfe3,2162
0.49,0.73,0.57,Tfe3,5619
0.87,0.8,0.61,Tfe3,3758
0.71,0.84,0.59,Tfe3,1698
0.32,0.41,0.19,Pim2,2525
0.89,0.82,0.63,Slc35a2,64
0.89,0.82,0.63,Pim2,3327
0.85,0.9,0.68,Slc35a2,627
0.85,0.9,0.68,Pqbp1,3346
0.2,0.44,0.29,Timm17b,2097
0.2,0.44,0.29,Pqbp1,1815
0.22,0.23,0.45,Timm17b,2539
0.22,0.23,0.45,Pqbp1,1373
0.31,0.55,0.54,Psmb6-ps,824
0.33,0.52,0.53,Glod5,111
0.26,0.49,0.41,Glod5,6728
0.59,0.44,0.64,Gm14820,1341
0.59,0.44,0.64,Suv39h1,1482
0.77,0.43,0.75,Was,6498
0.77,0.43,0.75,Gm22083,93
0.3,0.46,0.22,Gm6787,1911
0.2,0.39,0.16,Rbm3os,1836
0.2,0.39,0.16,Rbm3,2615
0.88,0.67,0.68,Tbc1d25,5328
0.49,0.64,0.34,Ebp,1608
0.49,0.64,0.34,Porcn,2056
0.76,0.56,0.83,Ebp,1324
0.76,0.56,0.83,Porcn,2340
0.35,0.53,0.71,Porcn,857
0.19,0.2,0.54,Ftsj1,1891
0.66,0.34,0.79,Gm14459,2010
0.72,0.63,0.85,Ssxb6,1452
0.54,0.75,0.68,Gm14500,1701
0.64,0.76,0.84,Gm9430,1725
0.56,0.76,0.58,Ssx9,3335
0.65,0.44,0.65,Gm5751,1551
0.32,0.37,0.16,B630019K06Rik,3261
0.74,0.94,0.96,Gm14510,2248
0.74,0.94,0.96,Gm5634,21
0.2,0.41,0.22,Lancl3,2851
0.39,0.64,0.69,Lancl3,3876
0.52,0.69,0.75,Lancl3,4106
0.67,0.84,0.92,Xk,9304
0.86,0.93,0.66,Cybb,19370
0.4,0.46,0.61,Sytl5,1118
0.9,0.68,0.9,Sytl5,1459
0.59,0.83,0.78,Gm5754,1543
0.69,0.8,0.91,Rpgr,63873
0.56,0.59,0.76,Rpgr,56951
0.72,0.77,0.94,Rpgr,55100
0.66,0.65,0.85,Otc,33385
0.79,0.88,0.62,Otc,36068
0.65,0.73,0.47,Otc,7564
0.78,0.79,0.49,Tspan7,6373
0.88,0.73,0.95,Tspan7,41915
0.8,0.93,0.7,Tspan7,32365
0.71,0.5,0.43,Tspan7,22670
0.35,0.32,0.15,Gm14493,1897
0.35,0.32,0.15,Gm10489,429
0.35,0.32,0.15,Mid1ip1,2877
0.16,0.34,0.12,Gm14493,1239
0.16,0.34,0.12,Mid1ip1,2219
0.24,0.65,0.53,Gm14493,223
0.24,0.65,0.53,Mid1ip1,1203
0.53,0.74,0.65,Bcor,31104
0.37,0.41,0.6,Bcor,32078
0.51,0.69,0.73,Bcor,32553
0.07,0.19,0.42,Bcor,32722
0.32,0.25,0.51,Bcor,33462
0.36,0.58,0.61,Bcor,35429
0.47,0.24,0.18,Bcor,38134
0.7,0.47,0.79,Bcor,39149
0.25,0.35,0.09,Bcor,46699
0.49,0.71,0.44,Bcor,48444
0.71,0.55,0.38,Bcor,50687
0.34,0.26,0.11,Bcor,57583
0.42,0.32,0.16,Bcor,63465
0.49,0.25,0.21,Bcor,57339
0.28,0.17,0.05,Bcor,46012
0.78,0.6,0.46,Bcor,39574
0.67,0.7,0.48,Bcor,36161
0.39,0.16,0.23,Bcor,29370
0.37,0.17,0.12,Bcor,27890
0.48,0.73,0.6,Bcor,24921
0.44,0.57,0.69,Bcor,24838
0.57,0.53,0.36,Bcor,21570
0.78,0.86,0.63,Bcor,9774
0.61,0.51,0.4,Bcor,4249
0.89,0.67,0.77,Atp6ap2,9722
0.53,0.53,0.74,Gm4984,1176
0.53,0.53,0.74,1810030O07Rik,607
0.67,0.83,0.62,1810030O07Rik,7575
0.7,0.74,0.5,Med14,22042
0.67,0.67,0.89,Med14,6502
0.41,0.41,0.17,Gm14634,205
0.41,0.41,0.17,Med14,3590
0.21,0.34,0.44,AA414768,2301
0.17,0.06,0.28,Usp9x,3207
0.78,0.74,0.94,Usp9x,33858
0.56,0.39,0.61,Usp9x,28036
0.84,0.8,0.55,n-R5s3,1399
0.84,0.8,0.55,Llph-ps2,200
0.19,0.14,0.35,Ddx3x,4055
0.77,0.76,0.51,Ddx3x,7462
0.9,0.77,0.66,Ddx3x,3578
0.35,0.56,0.27,Ddx3x,1115
0.41,0.53,0.69,Nyx,550
0.54,0.74,0.52,Nyx,5183
0.87,0.61,0.72,Cask,40138
0.38,0.53,0.26,Gpr82,1902
0.38,0.53,0.26,Cask,152451
0.6,0.66,0.43,Cask,162425
0.3,0.57,0.27,Cask,147606
0.61,0.7,0.86,Cask,93763
0.65,0.83,0.58,Cask,49605
0.84,0.64,0.78,Cask,39494
0.62,0.77,0.51,Cask,27514
0.75,0.51,0.6,Cask,25030
0.35,0.1,0.16,Cask,6471
0.41,0.17,0.29,Cask,6409
0.82,0.93,0.71,Gm25552,335
0.65,0.77,0.92,Gm14505,2158
0.84,0.94,0.7,Gm25207,1449
0.68,0.72,0.91,Maoa,18474
0.78,0.82,0.56,Maob,26395
0.17,0.43,0.3,Maob,44020
0.47,0.61,0.68,Maob,42565
0.48,0.57,0.75,Maob,8141
0.43,0.63,0.63,Efhc2,8720
0.92,0.94,0.71,Efhc2,83146
0.76,0.57,0.89,Gm14514,1407
0.76,0.57,0.89,Efhc2,66381
0.66,0.59,0.39,Fundc1,6735
0.5,0.72,0.3,Kdm6a,14538
0.7,0.4,0.42,Gm14636,3717
0.76,0.49,0.45,Gm14636,597
0.67,0.69,0.89,Gm26652,1769
0.87,0.86,0.62,Chst7,6629
0.57,0.7,0.42,Chst7,19912
0.51,0.54,0.73,Slc9a7,19139
0.52,0.72,0.58,Slc9a7,44562
0.82,0.76,1.0,Slc9a7,46434
0.7,0.4,0.57,Slc9a7,53709
0.63,0.77,0.85,Slc9a7,70129
0.75,0.57,0.85,Slc9a7,94522
0.75,0.72,0.52,Slc9a7,4891
0.74,0.51,0.55,Slc9a7,4600
0.2,0.36,0.12,Rp2h,2469
0.58,0.68,0.85,Rp2h,17295
0.41,0.16,0.21,Jade3,2306
0.64,0.91,0.86,Jade3,48817
0.22,0.1,0.31,Rgn,690
0.09,0.31,0.24,Rgn,810
0.79,0.6,0.59,Rbm10,7062
0.14,0.35,0.24,Uba1,2898
0.22,0.42,0.2,Uba1,7171
0.81,0.97,0.6,Usp11,6681
0.56,0.34,0.58,Araf,22250
0.59,0.38,0.42,Araf,24557
0.56,0.75,0.81,Syn1,11720
0.56,0.75,0.81,Timp1,2065
0.88,0.75,0.68,Syn1,4344
0.86,0.74,0.95,Cfp,3825
0.59,0.84,0.58,A230072C01Rik,10288
0.79,0.95,0.74,A230072C01Rik,14283
0.69,0.83,0.62,A230072C01Rik,8042
0.72,0.79,0.53,Zfp182,1080
0.75,0.65,0.87,Gm21876,335
0.72,0.87,0.53,Gm5124,132
0.72,0.87,0.53,Gm26593,132
0.16,0.4,0.24,Gm5124,1950
0.16,0.4,0.24,Gm26593,1950
0.22,0.34,0.13,Gm5124,2043
0.22,0.34,0.13,Gm26593,2043
0.62,0.56,0.83,Slc6a14,5957
0.83,0.62,0.82,Klhl13,62578
0.35,0.33,0.14,Wdr44,3170
0.75,0.61,0.88,Wdr44,48481
0.33,0.47,0.18,Gm5934,8547
0.47,0.65,0.71,Gm4297,6647
0.75,0.91,0.7,Gm2003,8640
0.57,0.56,0.13,Gm2003,1045
0.6,0.54,0.84,Gm5168,11215
0.77,0.86,0.58,Gm2200,17666
0.44,0.73,0.72,Gm14527,1190
0.6,0.71,0.8,Gm2182,2066
0.73,0.94,0.82,Gm4764,2095
0.39,0.42,0.16,Dock11,2103
0.54,0.6,0.86,Dock11,5254
0.76,0.94,0.96,Dock11,14613
0.79,0.93,0.71,Dock11,68963
0.69,0.78,0.89,Dock11,87897
0.57,0.57,0.8,Dock11,68597
0.93,0.84,0.71,Dock11,52760
0.63,0.73,0.84,Dock11,23335
0.26,0.42,0.57,Il13ra1,10935
0.58,0.8,0.81,Zcchc12,3023
0.21,0.34,0.46,Lonrf3,3592
0.5,0.61,0.35,Gm14569,13682
0.88,0.92,0.7,Gm14569,1546
0.7,0.41,0.49,Pgrmc1,1067
0.7,0.41,0.49,Akap17b,698
0.43,0.44,0.24,Akap17b,12555
0.61,0.54,0.29,Akap17b,7000
0.35,0.33,0.15,Slc25a43,2139
0.63,0.85,0.8,2310010G23Rik,2757
0.63,0.85,0.8,Gm14549,2772
0.43,0.2,0.31,Ube2a,2068
0.43,0.2,0.31,C330007P06Rik,1685
0.76,0.58,0.49,Nkrf,4018
0.46,0.52,0.31,Nkrf,73
0.19,0.33,0.12,Sept6,4399
0.44,0.71,0.62,Sowahd,101
0.75,0.64,0.49,Upf3b,10606
0.4,0.29,0.19,Upf3b,2148
0.77,0.88,0.65,Rhox2a,3919
0.73,0.81,0.98,Rhox2c,3626
0.64,0.86,0.88,Rhox3d-ps,753
0.92,0.95,0.69,Rhox3e,5780
0.32,0.29,0.54,Gm6310,190
0.36,0.7,0.49,Tmem255a,6639
0.6,0.47,0.3,Tmem255a,1425
0.68,0.92,0.89,Atp1b4,226
0.59,0.83,0.7,Atp1b4,8204
0.86,0.92,0.64,Gm40,2413
0.86,0.74,0.63,Lamp2,22518
0.45,0.18,0.25,Cul4b,15115
0.36,0.32,0.1,C1galt1c1,8
0.64,0.69,0.94,Ap3s1-ps1,17
0.43,0.63,0.67,Gm14565,11076
0.59,0.82,0.64,6030498E09Rik,66490
0.7,0.49,0.72,6030498E09Rik,96555
0.61,0.49,0.84,6030498E09Rik,80674
0.81,0.66,0.9,6030498E09Rik,40637
0.69,0.79,0.52,6030498E09Rik,38642
0.64,0.79,0.55,6030498E09Rik,4501
0.49,0.34,0.59,Gm14643,224
0.63,0.75,0.89,Gm14643,73352
0.46,0.72,0.72,Gm14643,81549
0.68,0.9,0.92,Gm14643,172639
0.62,0.84,0.62,Gm14643,182545
0.64,0.75,0.87,Gm14643,220288
0.79,0.73,0.94,Gm14643,278298
0.44,0.7,0.6,Gm14643,299322
0.68,0.64,0.86,Gm14643,250342
0.84,0.89,0.63,Gm14643,52085
0.63,0.56,0.81,Gm14643,22530
0.63,0.82,0.92,Gm14643,14491
0.74,0.91,0.66,Gria3,76018
0.8,0.8,0.58,Gria3,107239
0.82,0.69,0.9,Gria3,138107
0.57,0.73,0.84,Gria3,139276
0.54,0.79,0.74,Gria3,77177
0.46,0.55,0.78,Gria3,47177
0.7,0.59,0.32,Thoc2,22465
0.12,0.33,0.28,Thoc2,10778
0.68,0.52,0.41,Xiap,21396
0.39,0.55,0.19,RP23-295D9.3,21
0.39,0.55,0.19,Stag2,4843
0.67,0.47,0.63,Stag2,29642
0.63,0.7,0.46,Stag2,34414
0.61,0.77,0.85,Stag2,40425
0.61,0.63,0.39,Stag2,51619
0.71,0.8,0.56,Stag2,65858
0.15,0.41,0.34,Sh2d1a,485
0.15,0.41,0.34,Tenm1,4979
0.53,0.64,0.84,Tenm1,22603
0.52,0.74,0.72,Tenm1,37434
0.75,0.99,0.84,Tenm1,66664
0.4,0.67,0.42,Tenm1,74362
0.63,0.53,0.81,Tenm1,102029
0.7,0.7,0.96,Tenm1,262677
0.68,0.62,0.9,Tenm1,265368
0.61,0.83,0.45,Tenm1,321788
0.5,0.66,0.73,Tenm1,442038
0.55,0.73,0.85,Tenm1,444860
0.64,0.72,0.85,Tenm1,434624
0.67,0.79,0.89,Tenm1,368178
0.55,0.76,0.65,Tenm1,263971
0.95,0.75,0.97,Tenm1,231188
0.38,0.52,0.72,Tenm1,229658
0.5,0.72,0.69,Tenm1,180625
0.74,0.78,0.97,Tenm1,173573
0.55,0.81,0.8,Tenm1,123422
0.72,0.37,0.33,Tenm1,4420
0.13,0.17,0.43,Tenm1,2625
0.83,0.66,0.89,Gm14579,966
0.83,0.66,0.89,Gm362,2070
0.36,0.5,0.22,Dcaf12l1,2804
0.46,0.68,0.76,4930515L19Rik,31100
0.61,0.77,0.87,Gm7722,1541
0.61,0.77,0.87,Gm29242,65499
0.58,0.74,0.8,Gm7722,96
0.58,0.74,0.8,Gm29242,66944
0.67,0.75,0.89,Gm29242,69554
0.66,0.77,0.91,Gm29242,114713
0.58,0.74,0.84,Gm29242,96787
0.83,0.74,0.6,Smarca1,13915
0.1,0.36,0.23,Smarca1,28300
0.61,0.84,0.8,Ocrl,24195
0.52,0.74,0.61,Ocrl,21527
0.53,0.67,0.75,Xpnpep2,11595
0.58,0.77,0.87,Xpnpep2,933
0.41,0.63,0.57,Sash3,8972
0.45,0.63,0.68,Zdhhc9,1256
0.79,0.76,0.99,Zdhhc9,9096
0.42,0.24,0.21,Zdhhc9,6916
0.8,0.92,0.67,Gm7212,1930
0.25,0.4,0.09,Bcorl1,1652
0.26,0.31,0.07,Bcorl1,4330
0.4,0.47,0.21,Bcorl1,4828
0.33,0.09,0.28,Bcorl1,5933
0.78,0.51,0.57,Bcorl1,11473
0.75,0.64,0.46,Bcorl1,12104
0.67,0.85,0.92,Bcorl1,26067
0.63,0.84,0.92,Elf4,20588
0.74,0.82,0.94,Elf4,22107
0.71,0.7,0.49,Elf4,26271
0.48,0.4,0.27,Aifm1,10145
0.3,0.41,0.16,Aifm1,2295
0.59,0.88,0.76,Rab33a,6388
0.41,0.46,0.71,Rab33a,6387
0.7,0.92,0.76,Zfp280c,10923
0.31,0.17,0.42,Zfp280c,2823
0.56,0.71,0.38,Gm595,9379
0.73,0.83,0.57,Enox2,2363
0.53,0.7,0.78,Enox2,4213
0.67,0.65,0.91,Enox2,15153
0.49,0.38,0.65,Enox2,30912
0.8,0.87,0.62,Enox2,39495
0.43,0.65,0.71,Enox2,116884
0.61,0.82,0.8,Gm15036,1242
0.61,0.82,0.8,Enox2,124194
0.65,0.81,0.91,Enox2,92727
0.53,0.64,0.41,Enox2,40678
0.51,0.72,0.73,Enox2,33778
0.31,0.45,0.23,Gm14697,57352
0.53,0.62,0.73,Gm14697,36109
0.66,0.83,0.54,Arhgap36,17405
0.66,0.88,0.48,Arhgap36,17444
0.2,0.4,0.42,Arhgap36,18338
0.87,0.77,0.65,Firre,6949
0.44,0.67,0.51,Firre,12738
0.9,0.64,0.72,Firre,26632
0.77,0.94,0.7,Firre,30156
0.61,0.71,0.38,Firre,16213
0.64,0.38,0.35,Firre,16120
0.56,0.79,0.76,Firre,15349
0.59,0.62,0.81,Firre,11751
0.81,0.59,0.64,Stk26,23302
0.9,0.68,0.53,Stk26,10925
0.67,0.64,0.42,Frmd7,5768
0.57,0.53,0.31,Frmd7,16923
0.66,0.84,0.9,Frmd7,19976
0.55,0.65,0.26,Frmd7,19837
0.55,0.35,0.24,Frmd7,3515
0.43,0.24,0.2,Rap2c,3253
0.44,0.16,0.16,Rap2c,1338
0.58,0.6,0.81,Mbnl3,37537
0.48,0.66,0.7,Mbnl3,23533
0.36,0.24,0.55,Mbnl3,3216
0.52,0.75,0.71,Mbnl3,105
0.69,0.57,0.78,Gm7834,383
