2mo,9mo,18mo,gene_name,distance
0.92,0.78,0.7,Kansl3,14511
0.76,0.65,0.53,Kansl3,13310
0.36,0.09,0.13,Kansl3,3371
0.67,0.78,0.91,Fer1l5,24357
0.68,0.81,0.92,Cnnm4,26
0.39,0.17,0.16,Cnnm4,9024
0.71,0.67,0.47,Cnnm4,15230
0.68,0.81,0.89,Cnnm4,7460
0.38,0.21,0.17,Cnnm3,5327
0.51,0.31,0.24,Cnnm3,6287
0.43,0.46,0.66,Cnnm3,6357
0.36,0.17,0.11,Ankrd23,2866
0.36,0.17,0.11,ANKRD23,2861
0.7,0.64,0.4,Ankrd23,3690
0.7,0.64,0.4,ANKRD23,6236
0.72,0.83,0.62,Ankrd23,423
0.72,0.83,0.62,ANKRD23,2969
0.72,0.83,0.62,Ankrd39,2953
0.64,0.72,0.84,Ankrd39,6670
0.73,0.67,0.53,Sema4c,5516
0.37,0.54,0.59,D430040D24Rik,3411
0.37,0.54,0.59,Sema4c,1237
0.34,0.13,0.14,D430040D24Rik,1845
0.34,0.13,0.14,Fam178b,5076
0.49,0.28,0.27,Fam178b,28901
0.57,0.43,0.34,Fam178b,30122
0.34,0.22,0.13,Fam178b,56553
0.82,0.59,0.72,Fam178b,32879
0.83,0.78,0.63,Gm24133,1040
0.83,0.78,0.63,Fam178b,20184
0.37,0.5,0.65,Fam178b,4172
0.64,0.39,0.5,Actr1b,605
0.57,0.42,0.37,Actr1b,1147
0.29,0.19,0.07,Actr1b,1510
0.68,0.58,0.46,Actr1b,1979
0.43,0.2,0.22,Actr1b,3314
0.53,0.74,0.64,RP23-247A1.6,15948
0.32,0.44,0.53,RP23-247A1.7,4579
0.32,0.44,0.53,RP23-247A1.6,6358
0.67,0.62,0.86,Zap70,3300
0.72,0.56,0.46,Tmem131,83
0.71,0.45,0.52,Tmem131,3560
0.61,0.27,0.33,Tmem131,40672
0.51,0.74,0.79,Tmem131,46169
0.51,0.3,0.27,RP23-328J8.4,1464
0.51,0.3,0.27,Tmem131,74299
0.63,0.65,0.84,RP23-328J8.4,1480
0.63,0.65,0.84,Tmem131,73101
0.51,0.45,0.18,Tmem131,69784
0.44,0.19,0.48,Tmem131,8368
0.27,0.46,0.51,Tmem131,7853
0.67,0.8,0.58,Tmem131,4994
0.53,0.73,0.62,Vwa3b,52942
0.22,0.32,0.44,Vwa3b,72715
0.1,0.19,0.32,Vwa3b,80428
0.55,0.72,0.77,Vwa3b,68514
0.58,0.78,0.76,Vwa3b,67656
0.79,0.85,0.64,Vwa3b,60779
0.55,0.71,0.8,Vwa3b,46332
0.72,0.85,0.59,Vwa3b,44551
0.36,0.41,0.64,Vwa3b,23870
0.81,0.7,0.58,Vwa3b,10551
0.46,0.65,0.45,Vwa3b,2300
0.37,0.54,0.62,Vwa3b,2129
0.43,0.18,0.19,RP23-271C13.1,864
0.43,0.18,0.19,Inpp4a,2968
0.69,0.55,0.38,Inpp4a,8038
0.74,0.55,0.54,4930439A04Rik,2248
0.74,0.55,0.54,RP23-271C13.2,944
0.74,0.55,0.54,Inpp4a,32050
0.58,0.4,0.3,Inpp4a,43353
0.62,0.56,0.41,Inpp4a,54047
0.64,0.47,0.35,Inpp4a,6992
0.68,0.59,0.8,Inpp4a,39
0.7,0.8,0.56,Coa5,731
0.7,0.8,0.56,Unc50,3233
0.74,0.65,0.54,Coa5,281
0.74,0.65,0.54,Unc50,3683
0.83,0.83,0.63,Unc50,3915
0.91,0.8,0.7,Unc50,3107
0.91,0.8,0.7,Mgat4a,677
0.42,0.31,0.21,Mgat4a,11781
0.74,0.85,0.63,Mgat4a,26616
0.64,0.5,0.43,Mgat4a,34413
0.48,0.34,0.22,Mgat4a,40699
0.39,0.22,0.14,Mgat4a,40937
0.62,0.51,0.36,Mgat4a,41150
0.74,0.6,0.44,Mgat4a,49869
0.65,0.45,0.68,Mgat4a,41824
0.66,0.87,0.72,Mgat4a,38976
0.42,0.2,0.15,Mgat4a,12752
0.7,0.86,0.65,Mgat4a,10009
0.61,0.46,0.23,Mgat4a,6851
0.43,0.2,0.16,Mgat4a,5190
0.65,0.43,0.32,Mgat4a,3707
0.8,0.63,0.46,Mgat4a,3374
0.25,0.03,0.01,Mgat4a,2875
0.52,0.56,0.35,2010300C02Rik,9150
0.66,0.77,0.54,2010300C02Rik,22531
0.74,0.61,0.53,2010300C02Rik,34275
0.69,0.46,0.33,RP23-402K6.2,2134
0.69,0.46,0.33,2010300C02Rik,52836
0.46,0.34,0.21,RP23-402K6.2,1087
0.46,0.34,0.21,2010300C02Rik,53883
0.44,0.73,0.73,2010300C02Rik,56022
0.65,0.76,0.93,2010300C02Rik,55534
0.52,0.34,0.3,2010300C02Rik,44917
0.4,0.57,0.73,2010300C02Rik,39904
0.76,0.62,0.48,2010300C02Rik,35146
0.58,0.34,0.42,2010300C02Rik,34990
0.41,0.25,0.18,2010300C02Rik,34739
0.46,0.28,0.62,2010300C02Rik,30630
0.59,0.8,0.77,RP23-21P10.1,1844
0.59,0.8,0.77,2010300C02Rik,27794
0.71,0.71,1.0,Tsga10,22457
0.41,0.73,0.51,Tsga10,37020
0.38,0.21,0.06,Tsga10,47112
0.73,0.59,0.84,Tsga10,49461
0.79,0.62,0.58,Tsga10,37852
0.38,0.58,0.21,Tsga10,26675
0.53,0.78,0.69,Tsga10,23610
0.5,0.61,0.4,Tsga10,2268
0.5,0.61,0.4,Gm26805,2862
0.79,0.58,0.59,Mrpl30,4864
0.66,0.85,0.57,Gm15457,4322
0.66,0.85,0.57,Lyg1,7078
0.59,0.35,0.34,Gm15457,1148
0.59,0.35,0.34,Lyg1,4771
0.84,0.77,0.59,Txndc9,4878
0.54,0.33,0.26,Txndc9,181
0.54,0.33,0.26,Eif5b,3702
0.64,0.42,0.49,Eif5b,25279
0.92,0.68,0.97,Eif5b,12956
0.27,0.13,0.05,Rev1,37333
0.73,0.81,0.54,Rev1,23133
0.79,0.91,0.68,Rev1,23105
0.76,0.84,0.64,Rev1,21213
0.5,0.4,0.29,Rev1,3914
0.54,0.73,0.81,Aff3,22461
0.7,0.88,0.9,Aff3,29563
0.52,0.74,0.73,Aff3,34979
0.53,0.72,0.77,Aff3,35003
0.44,0.25,0.16,Aff3,46670
0.77,0.61,0.42,Gm16150,2293
0.77,0.61,0.42,Aff3,60387
0.66,0.63,0.44,Aff3,88447
0.49,0.33,0.26,Aff3,129837
0.48,0.66,0.75,Aff3,144709
0.45,0.7,0.75,Aff3,145050
0.5,0.43,0.66,Aff3,158781
0.62,0.55,0.31,Aff3,182706
0.47,0.65,0.7,Aff3,207512
0.43,0.72,0.58,Gm16152,1707
0.43,0.72,0.58,Aff3,209330
0.49,0.67,0.78,Gm16152,1960
0.49,0.67,0.78,Aff3,209583
0.47,0.7,0.79,Gm16152,2156
0.47,0.7,0.79,Aff3,218492
0.65,0.82,0.86,Aff3,241825
0.55,0.77,0.81,Aff3,242002
0.54,0.75,0.76,Aff3,242336
0.41,0.7,0.69,Aff3,237544
0.29,0.06,0.02,Aff3,230361
0.43,0.69,0.66,Aff3,168883
0.4,0.63,0.56,Aff3,164830
0.66,0.84,0.86,Aff3,120092
0.57,0.86,0.68,Aff3,104358
0.32,0.59,0.62,Aff3,101218
0.5,0.69,0.72,Aff3,101004
0.7,0.88,0.9,Aff3,100408
0.56,0.4,0.32,Aff3,78050
0.4,0.28,0.19,Aff3,77233
0.69,0.89,0.93,Aff3,35661
0.69,0.85,0.64,Aff3,2921
0.39,0.62,0.68,RP24-187B13.3,1974
0.69,0.78,0.92,Lonrf2,3946
0.59,0.8,0.71,Lonrf2,17313
0.46,0.33,0.21,Chst10,7609
0.18,0.22,0.41,Pdcl3,3681
0.48,0.27,0.28,Pdcl3,7773
0.48,0.27,0.28,RP23-101P2.6,787
0.6,0.48,0.28,Pdcl3,670
0.93,0.7,0.95,RP24-226L19.1,1484
0.47,0.29,0.54,RP24-226L19.2,2888
0.23,0.45,0.36,Npas2,3310
0.42,0.63,0.55,Npas2,35346
0.83,0.85,0.58,Npas2,38076
0.67,0.53,0.78,Npas2,52097
0.46,0.72,0.62,Npas2,60560
0.7,0.95,0.95,Npas2,52745
0.38,0.62,0.62,Npas2,52724
0.41,0.74,0.65,Npas2,52372
0.54,0.75,0.68,Gm3617,125
0.54,0.75,0.68,Npas2,52212
0.58,0.77,0.78,Npas2,40727
0.49,0.48,0.69,Npas2,26436
0.5,0.6,0.37,Npas2,19925
0.42,0.28,0.49,Npas2,5463
0.38,0.54,0.27,Npas2,3748
0.77,0.73,0.56,Rpl31,1956
0.77,0.73,0.56,Tbc1d8,2463
0.64,0.85,0.78,Tbc1d8,20087
0.3,0.14,0.07,Tbc1d8,42054
0.37,0.62,0.43,Tbc1d8,34339
0.2,0.45,0.23,Tbc1d8,20117
0.65,0.82,0.87,Rnf149,14646
0.26,0.48,0.56,Rnf149,3361
0.4,0.19,0.21,Creg2,6218
0.37,0.22,0.11,Creg2,4623
0.37,0.22,0.11,D930019O06Rik,675
0.41,0.43,0.19,Creg2,4364
0.41,0.43,0.19,D930019O06Rik,934
0.43,0.66,0.66,Rfx8,3540
0.35,0.56,0.52,Rfx8,3714
0.83,0.71,0.57,Rfx8,24208
0.49,0.7,0.69,Rfx8,27871
0.38,0.56,0.61,Rfx8,21941
0.55,0.78,0.79,Gm3646,2311
0.68,0.91,0.78,Gm3646,2374
0.43,0.12,0.2,Map4k4,5211
0.6,0.42,0.22,Map4k4,5630
0.74,0.61,0.52,Map4k4,7544
0.73,0.63,0.44,Map4k4,7638
0.52,0.32,0.32,Map4k4,7966
0.36,0.11,0.1,Map4k4,9069
0.34,0.19,0.06,Map4k4,9534
0.54,0.44,0.31,Map4k4,9800
0.58,0.39,0.23,Map4k4,13358
0.56,0.31,0.19,Map4k4,13563
0.32,0.11,0.17,Map4k4,14106
0.46,0.27,0.17,Map4k4,14881
0.7,0.73,0.45,Map4k4,19126
0.76,0.67,0.5,Map4k4,19221
0.57,0.4,0.34,Map4k4,20799
0.32,0.23,0.11,Map4k4,22780
0.44,0.28,0.18,Map4k4,27433
0.61,0.42,0.3,Map4k4,27667
0.35,0.14,0.14,Map4k4,28052
0.8,0.78,0.59,Map4k4,28290
0.55,0.41,0.34,Map4k4,28789
0.7,0.71,0.44,Map4k4,29358
0.5,0.41,0.24,Map4k4,30676
0.54,0.45,0.32,Map4k4,30985
0.31,0.14,0.09,Map4k4,32749
0.29,0.14,0.07,Map4k4,34153
0.41,0.25,0.19,Map4k4,34819
0.62,0.56,0.38,Map4k4,35570
0.47,0.36,0.24,Map4k4,38499
0.43,0.23,0.19,Map4k4,39418
0.33,0.18,0.11,Map4k4,42472
0.74,0.58,0.4,Map4k4,53283
0.58,0.44,0.31,Map4k4,53557
0.72,0.53,0.39,Map4k4,60859
0.34,0.16,0.05,Map4k4,61552
0.68,0.53,0.38,Map4k4,61918
0.69,0.62,0.45,Map4k4,64018
0.6,0.59,0.35,Map4k4,55402
0.39,0.14,0.11,Map4k4,55246
0.58,0.42,0.31,Map4k4,54541
0.68,0.56,0.34,Map4k4,51777
0.39,0.23,0.13,Map4k4,49516
0.57,0.42,0.35,Map4k4,48935
0.4,0.17,0.18,Map4k4,48778
0.22,0.05,0.02,Map4k4,48056
0.6,0.43,0.3,Map4k4,45892
0.38,0.31,0.16,Map4k4,45434
0.62,0.42,0.3,Map4k4,43869
0.73,0.67,0.5,Map4k4,43432
0.51,0.29,0.36,Map4k4,42399
0.76,0.51,0.61,Map4k4,40341
0.56,0.31,0.16,Map4k4,39453
0.43,0.32,0.16,Map4k4,38636
0.32,0.11,0.11,Map4k4,38270
0.43,0.26,0.17,Map4k4,38053
0.78,0.69,0.55,Map4k4,37429
0.46,0.31,0.19,Map4k4,35055
0.68,0.51,0.29,Map4k4,34608
0.48,0.51,0.31,Map4k4,32469
0.73,0.55,0.43,Map4k4,29020
0.75,0.58,0.52,Map4k4,28724
0.75,0.57,0.53,Map4k4,26906
0.57,0.4,0.35,Map4k4,26483
0.73,0.6,0.52,Map4k4,24304
0.45,0.29,0.2,Map4k4,20174
0.52,0.36,0.27,Map4k4,19861
0.75,0.8,0.56,Map4k4,18472
0.78,0.58,0.44,Map4k4,16713
0.8,0.65,0.55,Map4k4,16612
0.52,0.4,0.29,Map4k4,10165
0.93,0.67,0.79,Map4k4,7631
0.63,0.55,0.33,Map4k4,3993
0.92,0.75,0.69,Map4k4,3456
0.47,0.24,0.19,Map4k4,1315
0.61,0.5,0.35,Gm16894,28
0.61,0.5,0.35,RP24-127D13.2,1312
0.61,0.5,0.35,Il1r2,15744
0.6,0.82,0.87,Il1r2,17289
0.45,0.58,0.71,Il1r1,5455
0.68,0.47,0.46,Il1r1,6942
0.4,0.74,0.61,Il1r1,34694
0.33,0.17,0.13,Il1r1,43107
0.76,0.87,0.66,Il1r1,34481
0.61,0.67,0.92,Il1r1,21007
0.67,0.87,0.81,Il1r1,15889
0.41,0.61,0.74,Il1rl2,4026
0.81,0.74,0.95,Il1rl2,22343
0.52,0.6,0.39,Il1rl2,6329
0.65,0.73,0.94,Il1rl2,4900
0.72,0.95,0.87,Il1rl2,818
0.51,0.64,0.74,Il18r1,6497
0.48,0.7,0.58,Il18r1,11468
0.52,0.41,0.27,RP23-346B12.3,6007
0.55,0.56,0.77,RP23-346B12.3,3700
0.55,0.56,0.77,Slc9a4,881
0.63,0.64,0.85,Slc9a4,13513
0.65,0.71,0.45,Slc9a4,21412
0.35,0.6,0.39,Slc9a2,13000
0.55,0.86,0.79,RP23-413K6.4,470
0.55,0.86,0.79,Slc9a2,1418
0.66,0.63,0.39,Tmem182,2249
0.7,0.83,0.62,Tmem182,21641
0.54,0.33,0.64,Tmem182,22614
0.82,0.77,0.57,Tmem182,18568
0.57,0.64,0.34,Tmem182,18405
0.54,0.73,0.74,Tmem182,15833
0.62,0.89,0.8,RP24-532K6.1,6889
0.71,0.91,0.82,Gm29260,4229
0.64,0.88,0.75,Gm29260,27172
0.54,0.83,0.74,Gm29260,32923
0.55,0.79,0.85,Gm29260,34008
0.44,0.66,0.81,Gm29260,51543
0.31,0.46,0.64,Gm29260,50637
0.47,0.7,0.75,Gm29260,50032
0.57,0.41,0.22,Gm29260,15156
0.39,0.57,0.65,Gm9915,260
0.39,0.59,0.69,Gm28175,1564
0.59,0.73,0.82,Gm28175,1338
0.66,0.48,0.42,RP23-480H8.1,233
0.36,0.56,0.59,Pantr1,242
0.34,0.06,0.03,Pantr1,10514
0.49,0.36,0.21,Pantr1,34917
0.28,0.53,0.57,Pantr1,41308
0.27,0.05,0.07,Pantr1,45970
0.77,0.61,0.53,Pantr1,38587
0.59,0.73,0.84,Pantr1,35422
0.37,0.59,0.62,Pantr1,28818
0.16,0.36,0.32,Pantr1,17292
0.36,0.57,0.69,Pantr1,16767
0.48,0.67,0.76,Pantr1,16404
0.51,0.75,0.64,Pantr1,15109
0.54,0.79,0.9,Pantr1,13300
0.2,0.06,0.3,Pantr2,2057
0.2,0.06,0.3,Gm20646,14193
0.71,0.92,0.84,Gm20646,23263
0.53,0.25,0.26,Gm20646,20898
0.47,0.23,0.12,Gm20646,20481
0.47,0.4,0.27,Mrps9,2992
0.5,0.64,0.72,Mrps9,18999
0.62,0.74,0.86,Mrps9,18083
0.69,0.6,0.44,Mrps9,6108
0.45,0.17,0.11,Gpr45,574
0.28,0.47,0.58,Gpr45,1727
0.24,0.1,0.0,Gpr45,3106
0.68,0.45,0.42,Gpr45,9570
0.62,0.67,0.89,Gpr45,24885
0.6,0.48,0.31,Tgfbrap1,1574
0.56,0.26,0.28,Tgfbrap1,2407
0.77,0.7,0.47,Tgfbrap1,3395
0.36,0.15,0.16,Tgfbrap1,3899
0.49,0.28,0.23,Tgfbrap1,9641
0.49,0.28,0.23,Gm28782,574
0.47,0.29,0.25,Tgfbrap1,11016
0.47,0.29,0.25,Gm28782,1949
0.69,0.38,0.48,8430432A02Rik,800
0.69,0.38,0.48,Tgfbrap1,9249
0.63,0.39,0.51,8430432A02Rik,2429
0.63,0.39,0.51,Tgfbrap1,7231
0.56,0.41,0.26,AI597479,6864
0.71,0.91,0.86,Fhl2,16012
0.68,0.87,0.89,Fhl2,22019
0.49,0.69,0.71,Fhl2,32676
0.18,0.37,0.39,Gm29040,2330
0.62,0.41,0.37,Gm29040,16703
0.64,0.85,0.83,Gm29610,1023
0.64,0.85,0.83,Gm29040,21550
0.57,0.55,0.33,Gm29040,25485
0.71,0.71,0.93,Gm29040,11611
0.47,0.69,0.63,Nck2,2170
0.39,0.61,0.61,Nck2,2420
0.69,0.65,0.44,Nck2,25032
0.59,0.71,0.81,Nck2,29864
0.53,0.76,0.67,Nck2,34166
0.48,0.37,0.13,Nck2,40528
0.71,0.68,0.89,RP23-389C9.3,527
0.71,0.68,0.89,Nck2,44395
0.55,0.44,0.34,Nck2,55380
0.38,0.29,0.16,Nck2,41188
0.68,0.9,0.79,Nck2,38886
0.49,0.67,0.71,Nck2,29653
0.69,0.74,0.9,Nck2,3733
0.41,0.22,0.15,1500015O10Rik,1540
0.62,0.54,0.34,Uxs1,6758
0.76,0.91,0.7,Gm24180,2037
0.86,0.65,0.65,Gm8251,2536
0.27,0.45,0.49,Tex30,1256
0.27,0.45,0.49,Gm29247,9605
0.76,0.62,0.43,Kdelc1,6318
0.49,0.35,0.25,Kdelc1,293
0.49,0.35,0.25,Bivm,3558
0.8,0.68,0.53,Bivm,12739
0.35,0.17,0.09,Gulp1,1178
0.75,0.94,0.96,Gulp1,47919
0.7,0.74,0.53,4930521E06Rik,2384
0.7,0.74,0.53,Gulp1,54273
0.72,0.79,0.59,Col5a2,45664
0.54,0.68,0.42,Wdr75,7977
0.42,0.62,0.57,Wdr75,9041
0.75,0.65,0.48,Wdr75,10005
0.33,0.19,0.11,Wdr75,4367
0.4,0.13,0.19,Wdr75,4023
0.59,0.7,0.86,Gm5269,2013
0.61,0.77,0.84,Slc40a1,1791
0.63,0.35,0.17,Gm4776,2309
0.73,0.59,0.84,Dnah7b,24956
0.69,0.61,0.85,Dnah7b,63923
0.79,0.68,0.9,Dnah7b,150905
0.37,0.51,0.64,Dnah7b,80848
0.6,0.78,0.81,Dnah7b,12250
0.7,0.67,0.91,Dnah7c,33039
0.82,0.51,0.93,Dnah7c,102583
0.57,0.78,0.75,Dnah7c,126804
0.31,0.3,0.08,Dnah7c,175061
0.76,0.66,0.89,Dnah7c,179410
0.6,0.52,0.76,Dnah7c,185363
0.72,0.83,0.59,Dnah7c,176134
0.7,0.62,0.83,Dnah7c,98643
0.78,0.57,0.53,Gm28151,1594
0.78,0.57,0.53,Slc39a10,43579
0.5,0.34,0.23,Gm28151,570
0.5,0.34,0.23,Slc39a10,42943
0.73,0.77,0.56,Slc39a10,38729
0.42,0.61,0.67,Slc39a10,9100
0.63,0.74,0.85,Gm8357,150
0.74,0.82,0.97,C230029F24Rik,48040
0.56,0.66,0.4,C230029F24Rik,27731
0.82,0.64,0.96,C230029F24Rik,25976
0.52,0.38,0.17,Tmeff2,25709
0.6,0.62,0.81,Tmeff2,42552
0.54,0.36,0.32,Tmeff2,100852
0.57,0.6,0.79,Tmeff2,134190
0.28,0.12,0.07,Tmeff2,94979
0.64,0.76,0.53,Tmeff2,57407
0.59,0.72,0.79,Tmeff2,36264
0.54,0.58,0.34,Tmeff2,24036
0.43,0.17,0.2,Gm29325,203
0.19,0.43,0.29,9330175M20Rik,13658
0.58,0.79,0.83,9330175M20Rik,24631
0.48,0.57,0.72,9330175M20Rik,56104
0.6,0.83,0.92,9330175M20Rik,56987
0.62,0.8,0.82,9330175M20Rik,58763
0.56,0.65,0.79,Sdpr,1727
0.56,0.65,0.79,9330175M20Rik,46926
0.53,0.49,0.25,9330175M20Rik,11943
0.32,0.19,0.11,9330175M20Rik,2753
0.3,0.13,0.06,9330175M20Rik,2513
0.59,0.68,0.48,RP23-273G4.2,934
0.59,0.68,0.48,Gm17767,25349
0.33,0.54,0.55,Gm17767,7691
0.64,0.86,0.81,Gm17767,7260
0.35,0.49,0.58,Gm17767,6923
0.35,0.17,0.14,Gm17767,2338
0.73,0.85,0.95,Gm28055,26384
0.37,0.49,0.61,Myo1b,11268
0.57,0.7,0.83,Myo1b,56971
0.66,0.75,0.49,Myo1b,71986
0.27,0.37,0.56,Myo1b,75981
0.47,0.57,0.33,Myo1b,81062
0.8,0.88,0.67,Myo1b,79685
0.73,0.81,0.94,Myo1b,74239
0.57,0.69,0.45,Gm29453,1353
0.57,0.69,0.45,Myo1b,68306
0.43,0.75,0.6,Myo1b,21848
0.4,0.55,0.63,Myo1b,20939
0.56,0.67,0.78,Myo1b,3197
0.62,0.79,0.84,Stat4,24344
0.75,1.0,0.87,Stat4,40655
0.65,0.86,0.82,Stat4,57673
0.62,0.83,0.9,Gm28177,19523
0.62,0.83,0.9,Stat4,14405
0.53,0.44,0.32,Gm28177,25279
0.53,0.44,0.32,Stat4,8649
0.52,0.74,0.71,Gm28177,31422
0.52,0.74,0.71,Stat4,2506
0.75,0.82,0.61,Gm28177,33689
0.75,0.82,0.61,Stat1,6958
0.35,0.25,0.15,Gm28177,11277
0.35,0.25,0.15,Stat1,17055
0.6,0.36,0.36,Gm28177,9156
0.6,0.36,0.36,Stat1,14934
0.29,0.14,0.05,Gls,2428
0.55,0.41,0.33,Gls,5358
0.94,0.77,0.98,Gls,11965
0.66,0.55,0.46,Gls,5598
0.35,0.17,0.12,Nab1,17544
0.75,0.69,0.5,Nab1,4724
0.41,0.7,0.52,Rps27a-ps1,284
0.41,0.7,0.52,Gm553,3515
0.3,0.51,0.46,Gm553,28388
0.41,0.34,0.2,Tmem194b,4246
0.78,0.75,0.47,Tmem194b,7474
0.41,0.21,0.39,Tmem194b,5248
0.46,0.19,0.09,Mfsd6,18299
0.46,0.36,0.23,Gm29670,1465
0.46,0.36,0.23,Mfsd6,27725
0.72,0.57,0.5,Mfsd6,4844
0.53,0.41,0.29,Inpp1,6725
0.66,0.53,0.38,Inpp1,16279
0.8,0.68,0.56,Hibch,31118
0.8,0.68,0.56,Gm16107,1951
0.44,0.6,0.86,1700019D03Rik,2678
0.58,0.46,0.21,1700019D03Rik,14496
0.84,0.73,0.58,1700019D03Rik,30488
0.3,0.2,0.54,1700019D03Rik,36555
0.43,0.36,0.22,Gm28777,2485
0.43,0.36,0.22,Pms1,10023
0.39,0.54,0.33,Ormdl1,2772
0.39,0.54,0.33,Gm28778,2756
0.39,0.54,0.33,Pms1,1151
0.47,0.4,0.27,Dnah7a,24908
0.77,0.91,0.7,Dnah7a,154832
0.74,0.72,0.93,Dnah7a,149720
0.76,0.84,0.64,Dnah7a,15012
0.27,0.54,0.44,Stk17b,13075
0.46,0.74,0.78,Hecw2,4559
0.54,0.66,0.77,Hecw2,4865
0.41,0.64,0.58,Hecw2,79615
0.77,0.69,0.56,Hecw2,99004
0.9,0.88,0.62,Hecw2,99496
0.68,0.57,0.77,Hecw2,120875
0.48,0.29,0.25,Hecw2,147656
0.55,0.84,0.74,Hecw2,178361
0.43,0.27,0.13,Hecw2,183024
0.64,0.41,0.42,Hecw2,183187
0.74,0.7,0.5,Hecw2,194852
0.55,0.49,0.24,Hecw2,78633
0.64,0.7,0.84,Hecw2,70640
0.53,0.4,0.32,Hecw2,70066
0.35,0.57,0.68,Hecw2,68348
0.47,0.24,0.17,Hecw2,8911
0.61,0.39,0.26,Gm25829,1057
0.61,0.39,0.26,Ccdc150,1468
0.79,0.8,0.58,Ccdc150,2859
0.69,0.64,0.86,Ccdc150,29313
0.61,0.82,0.77,Ccdc150,11853
0.65,0.44,0.43,Gtf3c3,4933
0.42,0.28,0.22,Gtf3c3,2920
0.6,0.8,0.7,RP24-290F15.1,183
0.6,0.8,0.7,Pgap1,37597
0.83,0.87,0.65,Pgap1,27626
0.48,0.39,0.26,Pgap1,25988
0.78,0.57,0.41,Pgap1,9385
0.33,0.18,0.05,Gm19637,2186
0.64,0.88,0.77,Ankrd44,7650
0.75,0.85,0.96,Ankrd44,32841
0.51,0.74,0.7,4930444A19Rik,34453
0.51,0.74,0.7,Ankrd44,91731
0.44,0.68,0.59,4930444A19Rik,29605
0.44,0.68,0.59,RP23-388I22.1,656
0.44,0.68,0.59,Ankrd44,96579
0.69,0.74,0.52,4930444A19Rik,14061
0.69,0.74,0.52,Ankrd44,112123
0.37,0.63,0.58,4930444A19Rik,7211
0.37,0.63,0.58,Ankrd44,118973
0.63,0.85,0.83,4930444A19Rik,5064
0.63,0.85,0.83,Ankrd44,121120
0.62,0.9,0.78,Ankrd44,128221
0.66,0.62,0.45,Ankrd44,112584
0.51,0.52,0.19,Ankrd44,90286
0.28,0.5,0.45,Ankrd44,50925
0.81,0.85,0.64,Ankrd44,31158
0.37,0.57,0.36,Ankrd44,18921
0.43,0.31,0.2,Ankrd44,5870
0.41,0.57,0.66,Ankrd44,3342
0.87,0.82,0.61,Sf3b1,3868
0.76,0.59,0.48,Sf3b1,8987
0.88,0.68,0.69,Sf3b1,22089
0.53,0.78,0.63,Coq10b,155
0.53,0.78,0.63,RP23-16N14.2,1296
0.61,0.58,0.28,Hspd1,5603
0.8,0.71,0.6,Hspe1,3045
0.78,0.62,0.47,Hspe1,1904
0.45,0.35,0.15,Mob4,4017
0.68,0.49,0.73,Rftn2,2670
0.9,0.76,0.68,Rftn2,10016
0.46,0.22,0.1,Rftn2,5427
0.48,0.29,0.19,Mars2,3873
0.56,0.72,0.45,Boll,38500
0.64,0.88,0.58,Boll,40523
0.63,0.76,0.84,Boll,59305
0.63,0.76,0.84,BOLL,8095
0.31,0.52,0.34,Boll,2214
0.04,0.08,0.28,Boll,2108
0.57,0.35,0.46,Plcl1,76
0.73,0.66,0.88,Plcl1,28589
0.46,0.51,0.71,Plcl1,33469
0.33,0.15,0.06,Plcl1,44647
0.68,0.82,0.96,Plcl1,58408
0.64,0.86,0.71,Plcl1,102230
0.94,0.87,0.7,Plcl1,113979
0.55,0.68,0.8,Plcl1,124588
0.49,0.3,0.26,RP23-242C11.1,788
0.49,0.3,0.26,Plcl1,154327
0.57,0.24,0.29,Plcl1,137612
0.68,0.82,0.89,Plcl1,126546
0.41,0.36,0.21,Plcl1,87597
0.14,0.37,0.23,Plcl1,81172
0.49,0.62,0.71,Plcl1,74778
0.39,0.6,0.56,Plcl1,51103
0.56,0.33,0.29,Plcl1,47346
0.7,0.89,0.91,Plcl1,17654
0.59,0.75,0.82,Plcl1,6551
0.58,0.77,0.78,Plcl1,529
0.28,0.3,0.59,9130227L01Rik,4941
0.65,0.52,0.73,Satb2,1029
0.61,0.44,0.29,Satb2,24934
0.73,0.56,0.52,Satb2,38031
0.82,0.87,0.64,Satb2,58448
0.54,0.44,0.73,Satb2,70947
0.56,0.79,0.65,Satb2,74447
0.77,0.55,0.7,Satb2,88532
0.85,0.86,0.66,Satb2,36363
0.27,0.46,0.57,RP24-123J3.2,1236
0.27,0.46,0.57,Satb2,4611
0.27,0.46,0.57,9130024F11Rik,6627
0.11,0.32,0.23,RP24-123J3.2,2110
0.11,0.32,0.23,Satb2,3737
0.11,0.32,0.23,9130024F11Rik,7501
0.29,0.32,0.52,9130024F11Rik,15218
0.4,0.56,0.64,9130024F11Rik,15358
0.58,0.58,0.79,9130024F11Rik,7498
0.1,0.17,0.38,BC055402,3198
0.76,0.57,0.46,BC055402,2660
0.71,0.88,0.53,4930558J18Rik,10841
0.61,0.29,0.36,4930558J18Rik,138
0.61,0.29,0.36,1700066M21Rik,3786
0.64,0.4,0.3,1700066M21Rik,4123
0.59,0.45,0.34,1700066M21Rik,4492
0.26,0.28,0.06,1700066M21Rik,4992
0.59,0.4,0.38,Tyw5,6013
0.48,0.54,0.25,Tyw5,3325
0.48,0.54,0.25,9430016H08Rik,1448
0.65,0.74,0.47,Spats2l,32114
